Treatment,Folder,DATE,Photo names,,Area,Mean,Min,Max,Lenght
E,E1_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_01_12_23\E1_01_12_23",1,0.022,"115,576","52,191","161,728","6,648"
E,E1_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_05_01_24\E1_05_01_24_1",2,0.022,"123,168","55,063","169,496","6,576"
E,E1_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_05_12_23\E1_05_12_23",5,0.020,"141,135","78,096","164,259","5,929"
E,E1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_08_01_24\E1_08_01_24_1",7,0.020,"126,518","69,000","164,966","6,088"
E,E1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_08_01_24\E1_08_01_24_2",8,0.021,"131,174","59,805","165,636","6,280"
E,E1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_08_01_24\E1_08_01_24_1",6,0.022,"128,950","67,534","163,676","6,478"
E,E1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_08_01_24\E1_08_01_24_3",10,0.022,"120,242","60,891","161,130","6,530"
E,E1_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_08_01_24\E1_08_01_24_2",9,0.024,"120,189","52,429","166,643","7,168"
E,E1_08_01_24_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_08_01_24_2\E1_08_01_24_2_2",13,0.019,"118,164","52,152","160,246","5,603"
E,E1_08_01_24_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_08_01_24_2\E1_08_01_24_2_1",12,0.022,"121,607","50,308","168,363","6,502"
E,E1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_08_12_23\E1_08_12_23",14,0.019,"126,432","70,182","168,463","5,568"
E,E1_11_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_11_01_24\E1_11_01_24_3",19,0.020,"91,570","49,433","139,572","5,936"
E,E1_11_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_11_01_24\E1_11_01_24_1",16,0.020,"136,869","61,029","163,257","6,093"
E,E1_11_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_11_01_24\E1_11_01_24_2",17,0.021,"121,851","71,248","159,986","6,293"
E,E1_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_15_12_23\E1_15_12_23",20,0.019,"117,102","59,783","160,346","5,645"
E,E1_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_22_12_2023\E1_22_12_2023_2",22,0.021,"97,544","60,061","126,237","6,164"
E,E1_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_22_12_2023\E1_22_12_2023_1",21,0.021,"95,800","50,577","127,296","6,208"
E,E1_23_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_23_01_24\E1_23_01_24",23,0.025,"112,266","57,769","162,411","7,375"
E,E1_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_25_12_23\E1_25_12_23",24,0.018,"127,012","92,796","157,300","5,434"
E,E1_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_28_12_23\E1_28_12_23",25,0.021,"135,326","76,377","163,820","6,341"
E,E1_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E1_28_12_23\E1_28_12_23",26,0.023,"125,425","59,579","164,228","6,943"
E,E2 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E2 04_03_24\Snap-252.czi,2,0.026,185.855,100.636,223.313,7.029
E,E2 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E2 04_03_24\Snap-250.czi,1,0.028,144.212,42.221,196.277,7.703
E,E2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E2 12_02_24\Snap-68.czi,1,0.022,186.161,111.931,221.817,5.965
E,E2_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_01_12_23\E2_01_12_23_1",1,0.021,"117,118","46,042","167,875","6,231"
E,E2_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_01_12_23\E2_01_12_23_2",2,0.021,"125,367","89,251","164,277","6,242"
E,E2_02_06,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_02_06\E2_02_06_2",5,0.022,"132,947","65,316","165,946","6,726"
E,E2_02_06,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_02_06\E2_02_06_1",3,0.024,"117,792","53,989","159,781","7,086"
E,E2_02_06,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_02_06\E2_02_06_1",4,0.025,"130,212","63,819","166,482","7,350"
E,E2_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_08_01_24\E2_08_01_24",6,0.020,"119,067","54,474","163,263","5,977"
E,E2_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_08_12_23\E2_08_12_23",7,0.023,"125,054","72,436","167,548","6,767"
E,E2_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_12_01_24\E2_12_01_24",9,0.019,"128,854","65,977","170,406","5,732"
E,E2_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_16_01_24\E2_16_01_24",10,0.020,"126,861","68,492","167,692","6,012"
E,E2_23_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_23_01_24\E2_23_01_24",11,0.019,"128,039","79,367","167,455","5,728"
E,E2_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_25_12_23\E2_25_12_23_2",13,0.021,"123,447","64,982","158,750","6,398"
E,E2_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_25_12_23\E2_25_12_23_2",14,0.023,"110,928","51,853","159,263","6,964"
E,E2_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E2_25_12_23\E2_25_12_23_1",12,0.026,"133,536","45,446","164,815","7,887"
E,E3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 01_02_24\Snap-276.czi,3,0.02,156.854,117.095,206.32,5.566
E,E3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 01_02_24\Snap-274.czi,1,0.02,150.02,78.107,195.907,5.587
E,E3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 01_02_24\Snap-275.czi,2,0.025,155.929,78.839,210.534,6.792
E,E3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 01_02_24\Snap-277.czi,4,0.028,167.836,106.385,214.413,7.558
E,E3 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 09_02_24\Snap-58.czi,2,0.022,157.025,87.892,212.554,5.957
E,E3 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 09_02_24\Snap-57.czi,1,0.032,161.207,52.443,226.701,8.673
E,E3 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 12_02_24\Snap-153.czi,1,0.028,186.621,100.875,228.567,7.673
E,E3 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 12_02_24\Snap-154.czi,2,0.03,186.054,96.49,219.843,8.169
E,E3 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 15_02_24\Snap-111.czi,2,0.03,171.455,87.285,214.882,8.18
E,E3 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 15_02_24\Snap-110.czi,1,0.031,117.273,59.407,204.144,8.588
E,E3_01_02_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\ORANGE BOX\E3_01_02_24\E3_01_02_24",82,0.019,"116,143","72,315","155,857","5,791"
E,E3_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E3_05_01_24\E3_05_01_24",15,0.023,"121,283","62,429","164,810","6,906"
E,E3_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E3_08_12_23\E3_08_12_23_1",16,0.024,"130,631","66,296","165,967","7,298"
E,E3_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E3_28_11_23\E3_28_11_23",19,0.023,"118,109","60,163","162,733","6,803"
E,E3_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E3_28_11_23\E3_28_11_23",20,0.023,"118,292","51,979","166,164","6,913"
E,E3_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E3_28_12_23\E3_28_12_23",21,0.020,"123,523","67,611","166,236","5,952"
E,E4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_01_01_24\E4_01_01_24_1",22,0.021,"123,201","71,044","160,438","6,282"
E,E4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_01_01_24\E4_01_01_24_1",23,0.024,"104,405","53,184","156,523","7,210"
E,E4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_01_01_24\E4_01_01_24_2",24,0.024,"125,577","80,146","168,321","7,335"
E,E4_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_01_12_23\E4_01_12_23",25,0.021,"148,665","69,209","171,954","6,385"
E,E4_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_08_01_24\E4_08_01_24_1",30,0.021,"130,560","62,780","163,642","6,300"
E,E4_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_08_01_24\E4_08_01_24_2",26,0.022,"122,305","57,013","166,093","6,574"
E,E4_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_12_12_23\E4_12_12_23_5",36,0.022,"110,280","44,301","157,577","6,598"
E,E4_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_12_12_23\E4_12_12_23_3",34,0.022,"108,838","51,203","151,719","6,617"
E,E4_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_12_12_23\E4_12_12_23_4",35,0.023,"111,912","53,392","159,136","6,910"
E,E4_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_12_12_23\E4_12_12_23_1",32,0.023,"115,222","49,633","156,315","6,943"
E,E4_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_12_12_23\E4_12_12_23_2",33,0.026,"104,130","56,708","155,954","7,852"
E,E4_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_15_12_23\E4_15_12_23_2",39,0.022,"124,058","67,761","165,168","6,656"
E,E4_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_15_12_23\E4_15_12_23_1",38,0.025,"127,957","55,244","171,569","7,404"
E,E4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_25_12_23\E4_25_12_23_2.",41,0.018,"97,348","46,559","118,617","5,351"
E,E4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_25_12_23\E4_25_12_23_1",40,0.018,"81,152","31,552","116,962","5,444"
E,E4_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_28_11_23\E4_28_11_23_2",44,0.020,"110,531","47,174","150,621","6,024"
E,E4_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_28_11_23\E4_28_11_23_1",43,0.021,"103,205","56,408","157,352","6,407"
E,E4_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_28_11_23\E4_28_11_23_1",42,0.024,"109,703","60,328","162,442","7,219"
E,E4_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_28_12_23\E4_28_12_23_1",45,0.023,"79,776","39,661","142,834","6,898"
E,E4_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_28_12_23\E4_28_12_23_1",46,0.024,"133,767","61,111","164,874","7,121"
E,E4_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\E4_28_12_23\E4_28_12_23_2",47,0.025,"135,014","79,098","159,757","7,597"
F,F1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 01_02_24\Snap-229.czi,1,0.029,143.486,73.469,203.148,8.033
F,F1 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 09_02_24\Snap-53.czi,1,0.026,101.457,61.013,199.443,7.065
F,F1 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 09_02_24\Snap-54.czi,2,0.027,106.607,53.751,192.828,7.473
F,F1 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 09_02_24\Snap-55.czi,3,0.03,166.174,93.928,218.423,8.083
F,F1 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 12_02_24\Snap-151.czi,1,0.022,133.692,70.573,203.819,6.04
F,F1 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 12_02_24\Snap-152.czi,2,0.028,139.89,71.305,203.857,7.543
F,F1 16_01_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 16_01_24\Snap-231.czi,1,0.022,159.563,91.141,203.359,6.026
F,F1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 exuviae 20_02_24\Snap-93.czi,1,0.025,165.984,101.684,215.801,6.918
F,F1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 exuviae 20_02_24\Snap-94.czi,2,0.032,149.596,75.312,227.632,8.815
F,F1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 exuviae 29_02_24\Snap-198.czi,1,0.025,162.003,87.419,215,6.928
F,F1_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_01_01_24\F1_01_01_24_1",49,0.023,"135,680","89,948","163,190","6,814"
F,F1_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_01_01_24\F1_01_01_24_2",50,0.024,"134,794","63,489","163,314","7,048"
F,F1_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_01_01_24\F1_01_01_24_1",48,0.024,"112,765","46,611","155,401","7,062"
F,F1_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_01_01_24\F1_01_01_24_3",52,0.024,"136,900","77,659","168,228","7,196"
F,F1_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_01_01_24\F1_01_01_24_3",51,0.024,"141,291","67,030","169,740","7,307"
F,F1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_08_12_23\F1_08_12_23_1",59,0.018,"118,173","69,585","161,473","5,544"
F,F1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_08_12_23\F1_08_12_23_1",60,0.019,"126,589","75,883","158,817","5,745"
F,F1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_08_12_23\F1_08_12_23_3",62,0.020,"126,820","79,713","165,484","6,035"
F,F1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_08_12_23\F1_08_12_23_2",61,0.021,"140,798","87,800","164,472","6,440"
F,F1_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_12_12_23\F1_12_12_23_2",63,0.018,"123,075","82,523","159,802","5,328"
F,F1_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_12_12_23\F2_12_12_23_5",68,0.018,"133,967","86,827","163,238","5,363"
F,F1_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_12_12_23\F2_12_12_23_4",66,0.021,"123,514","58,744","164,181","6,174"
F,F1_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_12_12_23\F2_12_12_23_4",67,0.021,"125,402","71,371","168,064","6,193"
F,F1_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_12_12_23\F2_12_12_23_6",69,0.021,"120,980","62,268","162,365","6,320"
F,F1_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_12_12_23\F2_12_12_23_3",65,0.021,"122,151","70,616","157,940","6,351"
F,F1_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_12_12_23\F1_12_12_23_2",64,0.022,"146,297","85,521","166,336","6,467"
F,F1_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_15_12_23\F1_15_12_23_4",75,0.017,"123,165","76,164","161,028","4,956"
F,F1_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_15_12_23\F1_15_12_23_2",72,0.020,"110,571","55,678","151,962","6,084"
F,F1_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_15_12_23\F1_15_12_23_1",70,0.022,"114,595","56,161","156,510","6,548"
